[2025-06-26 11:52:50,183]14 root-INFO-Initiating data ingestion component
[2025-06-26 11:52:51,886]64 root-INFO-Performed train test split on the dataframe
[2025-06-26 11:52:51,886]66 root-INFO-Exited split_data_as_train_test method of Data_Ingestion class
[2025-06-26 11:52:51,886]74 root-INFO-Exporting train and test file path.
[2025-06-26 11:52:51,924]83 root-INFO-Exported train and test file path.
[2025-06-26 11:52:51,924]16 root-INFO-Data Ingestion completed successfully
[2025-06-26 11:52:51,927]19 root-INFO-Initiating data validation component
[2025-06-26 11:52:52,008]32 root-INFO-Required number of columns:2
[2025-06-26 11:52:52,011]33 root-INFO-Data frame has columns:31
[2025-06-26 11:52:52,011]32 root-INFO-Required number of columns:2
[2025-06-26 11:52:52,011]33 root-INFO-Data frame has columns:31
